nameType,acceptedNameUsage,taxonomicStatus,scientificName,canonicalName,taxonRank
phrase name,Nymphoides sp. Hann River (J.R.Clarkson 3109) Qld Herbarium,accepted,Nymphoides sp. Hann River (J.R.Clarkson 3109) Qld Herbarium,Nymphoides sp. Hann River (J.R.Clarkson 3109),Species
scientific,Nymphoides spinulosperma Aston,accepted,Nymphoides spinulosperma Aston,Nymphoides spinulosperma,Species
scientific,Nymphoides spongiosa Aston,accepted,Nymphoides spongiosa Aston,Nymphoides spongiosa,Species
scientific,Nymphoides subacuta Aston,accepted,Nymphoides subacuta Aston,Nymphoides subacuta,Species
scientific,Nymphoides triangularis Aston,accepted,Nymphoides triangularis Aston,Nymphoides triangularis,Species
scientific,Nymphoides walshiae R.W.Davis & K.R.Thiele,accepted,Nymphoides walshiae R.W.Davis & K.R.Thiele,Nymphoides walshiae,Species
scientific,Ornduffia albiflora (F.Muell.) Tippery & Les,accepted,Ornduffia albiflora (F.Muell.) Tippery & Les,Ornduffia albiflora,Species
scientific,Ornduffia calthifolia (F.Muell.) Tippery & Les,accepted,Ornduffia calthifolia (F.Muell.) Tippery & Les,Ornduffia calthifolia,Species
scientific,Ornduffia marchantii (Ornduff) Tippery & Les,accepted,Ornduffia marchantii (Ornduff) Tippery & Les,Ornduffia marchantii,Species
scientific,Ornduffia parnassifolia (Labill.) Tippery & Les,accepted,Ornduffia parnassifolia (Labill.) Tippery & Les,Ornduffia parnassifolia,Species
scientific,Ornduffia reniformis (R.Br.) Tippery & Les,accepted,Ornduffia reniformis (R.Br.) Tippery & Les,Ornduffia reniformis,Species
scientific,Ornduffia submersa (Aston) Tippery & Les,accepted,Ornduffia submersa (Aston) Tippery & Les,Ornduffia submersa,Species
scientific,Ornduffia umbricola (Aston) Tippery & Les,accepted,Ornduffia umbricola (Aston) Tippery & Les,Ornduffia umbricola,Species
scientific,Ornduffia umbricola var. beaugleholei (Aston) Tippery & Les,accepted,Ornduffia umbricola var. beaugleholei (Aston) Tippery & Les,Ornduffia umbricola var. beaugleholei,Varietas
autonym,Ornduffia umbricola (Aston) Tippery & Les var. umbricola,accepted,Ornduffia umbricola (Aston) Tippery & Les var. umbricola,Ornduffia umbricola var. umbricola,Varietas
phrase name,Villarsia sp. Laura (C.Dalliston CC18) Qld Herbarium,accepted,Villarsia sp. Laura (C.Dalliston CC18) Qld Herbarium,Villarsia sp. Laura (C.Dalliston CC18),Species
scientific,Abrophyllum ornans (F.Muell.) Hook.f. ex Benth.,accepted,Abrophyllum ornans (F.Muell.) Hook.f. ex Benth.,Abrophyllum ornans,Species
scientific,Abrophyllum ornans var. microcarpum F.M.Bailey,accepted,Abrophyllum ornans var. microcarpum F.M.Bailey,Abrophyllum ornans var. microcarpum,Varietas
autonym,Abrophyllum ornans (F.Muell.) Hook.f. ex Benth. var. ornans,accepted,Abrophyllum ornans (F.Muell.) Hook.f. ex Benth. var. ornans,Abrophyllum ornans var. ornans,Varietas
scientific,Cuttsia viburnea F.Muell.,accepted,Cuttsia viburnea F.Muell.,Cuttsia viburnea,Species
scientific,Donatia novae-zelandiae Hook.f.,accepted,Donatia novae-zelandiae Hook.f.,Donatia novae-zelandiae,Species
scientific,Forstera bellidifolia Hook.,accepted,Forstera bellidifolia Hook.,Forstera bellidifolia,Species
scientific,Levenhookia chippendalei F.L.Erickson & J.H.Willis,accepted,Levenhookia chippendalei F.L.Erickson & J.H.Willis,Levenhookia chippendalei,Species
scientific,Levenhookia dubia Sond.,accepted,Levenhookia dubia Sond.,Levenhookia dubia,Species
scientific,Levenhookia leptantha Benth.,accepted,Levenhookia leptantha Benth.,Levenhookia leptantha,Species
scientific,Levenhookia murfetii Lowrie & Conran,accepted,Levenhookia murfetii Lowrie & Conran,Levenhookia murfetii,Species
scientific,Levenhookia octomaculata F.L.Erickson & J.H.Willis,accepted,Levenhookia octomaculata F.L.Erickson & J.H.Willis,Levenhookia octomaculata,Species
scientific,Levenhookia pauciflora Benth.,accepted,Levenhookia pauciflora Benth.,Levenhookia pauciflora,Species
scientific,Levenhookia preissii (Sond.) F.Muell.,accepted,Levenhookia preissii (Sond.) F.Muell.,Levenhookia preissii,Species
scientific,Levenhookia pulcherrima Carlquist,accepted,Levenhookia pulcherrima Carlquist,Levenhookia pulcherrima,Species
scientific,Levenhookia pusilla R.Br.,accepted,Levenhookia pusilla R.Br.,Levenhookia pusilla,Species
scientific,Levenhookia sonderi (F.Muell.) F.Muell.,accepted,Levenhookia sonderi (F.Muell.) F.Muell.,Levenhookia sonderi,Species
scientific,Levenhookia stipitata (Benth.) F.Muell. ex Benth.,accepted,Levenhookia stipitata (Benth.) F.Muell. ex Benth.,Levenhookia stipitata,Species
scientific,Phyllachne colensoi (Hook.f.) Berggr.,accepted,Phyllachne colensoi (Hook.f.) Berggr.,Phyllachne colensoi,Species
scientific,Stylidium accedens A.R.Bean,accepted,Stylidium accedens A.R.Bean,Stylidium accedens,Species
scientific,Stylidium aceratum Lowrie & Kenneally,accepted,Stylidium aceratum Lowrie & Kenneally,Stylidium aceratum,Species
scientific,Stylidium acuminatum (Carlquist) Wege,accepted,Stylidium acuminatum (Carlquist) Wege,Stylidium acuminatum,Species
autonym,Stylidium acuminatum (Carlquist) Wege subsp. acuminatum,accepted,Stylidium acuminatum (Carlquist) Wege subsp. acuminatum,Stylidium acuminatum subsp. acuminatum,Subspecies
scientific,Stylidium acuminatum subsp. meridionale Wege,accepted,Stylidium acuminatum subsp. meridionale Wege,Stylidium acuminatum subsp. meridionale,Subspecies
scientific,Stylidium adenophorum Lowrie & Kenneally,accepted,Stylidium adenophorum Lowrie & Kenneally,Stylidium adenophorum,Species
scientific,Stylidium adnatum R.Br.,accepted,Stylidium adnatum R.Br.,Stylidium adnatum,Species
scientific,Stylidium adpressum Benth.,accepted,Stylidium adpressum Benth.,Stylidium adpressum,Species
scientific,Stylidium aeonioides Carlquist,accepted,Stylidium aeonioides Carlquist,Stylidium aeonioides,Species
scientific,Stylidium affine Sond.,accepted,Stylidium affine Sond.,Stylidium affine,Species
scientific,Stylidium albolilacinum (F.L.Erickson & J.H.Willis) Lowrie & Carlquist,accepted,Stylidium albolilacinum (F.L.Erickson & J.H.Willis) Lowrie & Carlquist,Stylidium albolilacinum,Species
scientific,Stylidium albomontis Carlquist,accepted,Stylidium albomontis Carlquist,Stylidium albomontis,Species
scientific,Stylidium alsinoides R.Br.,accepted,Stylidium alsinoides R.Br.,Stylidium alsinoides,Species
scientific,Stylidium amabile Wege & D.J.Coates,accepted,Stylidium amabile Wege & D.J.Coates,Stylidium amabile,Species
scientific,Stylidium amoenum R.Br.,accepted,Stylidium amoenum R.Br.,Stylidium amoenum,Species
autonym,Stylidium amoenum R.Br. var. amoenum,accepted,Stylidium amoenum R.Br. var. amoenum,Stylidium amoenum var. amoenum,Varietas
scientific,Stylidium amoenum var. caulescens (Lindl.) Benth.,accepted,Stylidium amoenum var. caulescens (Lindl.) Benth.,Stylidium amoenum var. caulescens,Varietas
scientific,Stylidium amphora Lowrie & Kenneally,accepted,Stylidium amphora Lowrie & Kenneally,Stylidium amphora,Species
scientific,Stylidium androsaceum Lindl.,accepted,Stylidium androsaceum Lindl.,Stylidium androsaceum,Species
scientific,Stylidium angustifolium (Carlquist) Wege,accepted,Stylidium angustifolium (Carlquist) Wege,Stylidium angustifolium,Species
autonym,Stylidium angustifolium (Carlquist) Wege subsp. angustifolium,accepted,Stylidium angustifolium (Carlquist) Wege subsp. angustifolium,Stylidium angustifolium subsp. angustifolium,Subspecies
scientific,Stylidium angustifolium subsp. glaucifolium (Carlquist) Wege,accepted,Stylidium angustifolium subsp. glaucifolium (Carlquist) Wege,Stylidium angustifolium subsp. glaucifolium,Subspecies
scientific,Stylidium applanatum Wege,accepted,Stylidium applanatum Wege,Stylidium applanatum,Species
scientific,Stylidium aquaticum A.R.Bean,accepted,Stylidium aquaticum A.R.Bean,Stylidium aquaticum,Species
scientific,Stylidium araeophyllum Wege,accepted,Stylidium araeophyllum Wege,Stylidium araeophyllum,Species
scientific,Stylidium arenicola Carlquist,accepted,Stylidium arenicola Carlquist,Stylidium arenicola,Species
scientific,Stylidium armeria (Labill.) Labill.,accepted,Stylidium armeria (Labill.) Labill.,Stylidium armeria,Species
autonym,Stylidium armeria (Labill.) Labill. subsp. armeria,accepted,Stylidium armeria (Labill.) Labill. subsp. armeria,Stylidium armeria subsp. armeria,Subspecies
scientific,"Stylidium armeria subsp. pilosifolium R.J.Best, D.E.Francis & N.G.Walsh",accepted,"Stylidium armeria subsp. pilosifolium R.J.Best, D.E.Francis & N.G.Walsh",Stylidium armeria subsp. pilosifolium,Subspecies
scientific,Stylidium articulatum R.Br.,accepted,Stylidium articulatum R.Br.,Stylidium articulatum,Species
scientific,Stylidium assimile R.Br.,accepted,Stylidium assimile R.Br.,Stylidium assimile,Species
scientific,Stylidium asteroideum F.L.Erickson & J.H.Willis,accepted,Stylidium asteroideum F.L.Erickson & J.H.Willis,Stylidium asteroideum,Species
scientific,Stylidium asymmetricum Wege,accepted,Stylidium asymmetricum Wege,Stylidium asymmetricum,Species
scientific,Stylidium austrocapense A.R.Bean,accepted,Stylidium austrocapense A.R.Bean,Stylidium austrocapense,Species
scientific,Stylidium barleei F.Muell.,accepted,Stylidium barleei F.Muell.,Stylidium barleei,Species
scientific,Stylidium beaugleholei J.H.Willis,accepted,Stylidium beaugleholei J.H.Willis,Stylidium beaugleholei,Species
scientific,Stylidium bellum Wege,accepted,Stylidium bellum Wege,Stylidium bellum,Species
scientific,Stylidium bicolor Lindl.,accepted,Stylidium bicolor Lindl.,Stylidium bicolor,Species
scientific,Stylidium bindoon Lowrie & Kenneally,accepted,Stylidium bindoon Lowrie & Kenneally,Stylidium bindoon,Species
scientific,Stylidium breviscapum R.Br.,accepted,Stylidium breviscapum R.Br.,Stylidium breviscapum,Species
scientific,Stylidium brunonianum Benth.,accepted,Stylidium brunonianum Benth.,Stylidium brunonianum,Species
scientific,Stylidium bulbiferum Benth.,accepted,Stylidium bulbiferum Benth.,Stylidium bulbiferum,Species
scientific,Stylidium burbidgeanum Lowrie & Kenneally,accepted,Stylidium burbidgeanum Lowrie & Kenneally,Stylidium burbidgeanum,Species
scientific,Stylidium caespitosum R.Br.,accepted,Stylidium caespitosum R.Br.,Stylidium caespitosum,Species
scientific,Stylidium calcaratum R.Br.,accepted,Stylidium calcaratum R.Br.,Stylidium calcaratum,Species
scientific,Stylidium candelabrum Lowrie & Kenneally,accepted,Stylidium candelabrum Lowrie & Kenneally,Stylidium candelabrum,Species
scientific,Stylidium capillare R.Br.,accepted,Stylidium capillare R.Br.,Stylidium capillare,Species
scientific,Stylidium caricifolium Lindl.,accepted,Stylidium caricifolium Lindl.,Stylidium caricifolium,Species
scientific,Stylidium carlquistii Lowrie,accepted,Stylidium carlquistii Lowrie,Stylidium carlquistii,Species
scientific,Stylidium carnosum Benth.,accepted,Stylidium carnosum Benth.,Stylidium carnosum,Species
phrase name,Stylidium carnosum subsp. Narrow leaves (J.A.Wege 490) WA Herbarium,accepted,Stylidium carnosum subsp. Narrow leaves (J.A.Wege 490) WA Herbarium,Stylidium carnosum subsp. Narrow leaves (J.A.Wege 490),Subspecies
scientific,Stylidium centrolepidoides A.R.Bean,accepted,Stylidium centrolepidoides A.R.Bean,Stylidium centrolepidoides,Species
scientific,Stylidium ceratophorum O.Schwarz,accepted,Stylidium ceratophorum O.Schwarz,Stylidium ceratophorum,Species
scientific,"Stylidium chiddarcoopingense Lowrie, D.J.Coates & Kenneally",accepted,"Stylidium chiddarcoopingense Lowrie, D.J.Coates & Kenneally",Stylidium chiddarcoopingense,Species
scientific,Stylidium choreanthum F.L.Erickson & J.H.Willis,accepted,Stylidium choreanthum F.L.Erickson & J.H.Willis,Stylidium choreanthum,Species
scientific,Stylidium ciliatum Lindl.,accepted,Stylidium ciliatum Lindl.,Stylidium ciliatum,Species
scientific,"Stylidium cilium Lowrie, A.H.Burb. & Kenneally",accepted,"Stylidium cilium Lowrie, A.H.Burb. & Kenneally",Stylidium cilium,Species
scientific,Stylidium clarksonii Lowrie & Kenneally,accepted,Stylidium clarksonii Lowrie & Kenneally,Stylidium clarksonii,Species
scientific,Stylidium clavatum (Carlquist) Wege,accepted,Stylidium clavatum (Carlquist) Wege,Stylidium clavatum,Species
scientific,Stylidium claytonioides W.Fitzg.,accepted,Stylidium claytonioides W.Fitzg.,Stylidium claytonioides,Species
scientific,Stylidium coatesianum Lowrie & Carlquist,accepted,Stylidium coatesianum Lowrie & Carlquist,Stylidium coatesianum,Species
scientific,Stylidium confertum A.R.Bean,accepted,Stylidium confertum A.R.Bean,Stylidium confertum,Species
scientific,Stylidium confluens Banyard & S.H.James,accepted,Stylidium confluens Banyard & S.H.James,Stylidium confluens,Species
scientific,Stylidium cordifolium W.Fitzg.,accepted,Stylidium cordifolium W.Fitzg.,Stylidium cordifolium,Species
scientific,Stylidium cornuatum Wege,accepted,Stylidium cornuatum Wege,Stylidium cornuatum,Species
scientific,Stylidium coroniforme F.L.Erickson & J.H.Willis,accepted,Stylidium coroniforme F.L.Erickson & J.H.Willis,Stylidium coroniforme,Species
scientific,Stylidium coroniforme subsp. amblyphyllum Wege,accepted,Stylidium coroniforme subsp. amblyphyllum Wege,Stylidium coroniforme subsp. amblyphyllum,Subspecies
autonym,Stylidium coroniforme F.L.Erickson & J.H.Willis subsp. coroniforme,accepted,Stylidium coroniforme F.L.Erickson & J.H.Willis subsp. coroniforme,Stylidium coroniforme subsp. coroniforme,Subspecies
scientific,Stylidium corymbosum R.Br.,accepted,Stylidium corymbosum R.Br.,Stylidium corymbosum,Species
autonym,Stylidium corymbosum R.Br. var. corymbosum,accepted,Stylidium corymbosum R.Br. var. corymbosum,Stylidium corymbosum var. corymbosum,Varietas
scientific,Stylidium corymbosum var. proliferum Benth.,accepted,Stylidium corymbosum var. proliferum Benth.,Stylidium corymbosum var. proliferum,Varietas
scientific,Stylidium costulatum Lowrie & Kenneally,accepted,Stylidium costulatum Lowrie & Kenneally,Stylidium costulatum,Species
scientific,Stylidium crassifolium R.Br.,accepted,Stylidium crassifolium R.Br.,Stylidium crassifolium,Species
scientific,Stylidium crossocephalum F.Muell.,accepted,Stylidium crossocephalum F.Muell.,Stylidium crossocephalum,Species
scientific,Stylidium cygnorum W.Fitzg.,accepted,Stylidium cygnorum W.Fitzg.,Stylidium cygnorum,Species
scientific,Stylidium cymiferum Lowrie & Carlquist,accepted,Stylidium cymiferum Lowrie & Carlquist,Stylidium cymiferum,Species
scientific,Stylidium daphne Lowrie & Kenneally,accepted,Stylidium daphne Lowrie & Kenneally,Stylidium daphne,Species
scientific,Stylidium debile F.Muell.,accepted,Stylidium debile F.Muell.,Stylidium debile,Species
scientific,Stylidium decipiens (Carlquist) Wege,accepted,Stylidium decipiens (Carlquist) Wege,Stylidium decipiens,Species
scientific,Stylidium delicatum A.R.Bean,accepted,Stylidium delicatum A.R.Bean,Stylidium delicatum,Species
scientific,Stylidium desertorum Carlquist,accepted,Stylidium desertorum Carlquist,Stylidium desertorum,Species
scientific,Stylidium despectum R.Br.,accepted,Stylidium despectum R.Br.,Stylidium despectum,Species
scientific,Stylidium diademum Wege,accepted,Stylidium diademum Wege,Stylidium diademum,Species
scientific,Stylidium diceratum Lowrie & Kenneally,accepted,Stylidium diceratum Lowrie & Kenneally,Stylidium diceratum,Species
scientific,Stylidium dichotomum DC.,accepted,Stylidium dichotomum DC.,Stylidium dichotomum,Species
scientific,Stylidium dielsianum E.Pritz.,accepted,Stylidium dielsianum E.Pritz.,Stylidium dielsianum,Species
scientific,Stylidium diffusum R.Br.,accepted,Stylidium diffusum R.Br.,Stylidium diffusum,Species
scientific,"Stylidium diplectroglossum (F.L.Erickson & J.H.Willis) Lowrie, A.H.Burb. & Kenneally",accepted,"Stylidium diplectroglossum (F.L.Erickson & J.H.Willis) Lowrie, A.H.Burb. & Kenneally",Stylidium diplectroglossum,Species
scientific,Stylidium diplotrichum Wege,accepted,Stylidium diplotrichum Wege,Stylidium diplotrichum,Species
scientific,Stylidium dispermum F.Muell.,accepted,Stylidium dispermum F.Muell.,Stylidium dispermum,Species
scientific,Stylidium diuroides Lindl.,accepted,Stylidium diuroides Lindl.,Stylidium diuroides,Species
autonym,Stylidium diuroides Lindl. subsp. diuroides,accepted,Stylidium diuroides Lindl. subsp. diuroides,Stylidium diuroides subsp. diuroides,Subspecies
scientific,Stylidium diuroides subsp. nanum Carlquist,accepted,Stylidium diuroides subsp. nanum Carlquist,Stylidium diuroides subsp. nanum,Subspecies
scientific,Stylidium diuroides subsp. paucifoliatum Lowrie & Carlquist,accepted,Stylidium diuroides subsp. paucifoliatum Lowrie & Carlquist,Stylidium diuroides subsp. paucifoliatum,Subspecies
scientific,Stylidium divaricatum Sond.,accepted,Stylidium divaricatum Sond.,Stylidium divaricatum,Species
scientific,Stylidium divergens A.R.Bean,accepted,Stylidium divergens A.R.Bean,Stylidium divergens,Species
scientific,Stylidium diversifolium R.Br.,accepted,Stylidium diversifolium R.Br.,Stylidium diversifolium,Species
scientific,Stylidium drummondianum Lowrie & Carlquist,accepted,Stylidium drummondianum Lowrie & Carlquist,Stylidium drummondianum,Species
scientific,Stylidium dunlopianum Carlquist,accepted,Stylidium dunlopianum Carlquist,Stylidium dunlopianum,Species
scientific,Stylidium ecorne (F.Muell. ex F.L.Erickson & J.H.Willis) P.G.Farrell & S.H.James,accepted,Stylidium ecorne (F.Muell. ex F.L.Erickson & J.H.Willis) P.G.Farrell & S.H.James,Stylidium ecorne,Species
scientific,Stylidium edentatum Lowrie & Carlquist,accepted,Stylidium edentatum Lowrie & Carlquist,Stylidium edentatum,Species
scientific,Stylidium eglandulosum F.Muell.,accepted,Stylidium eglandulosum F.Muell.,Stylidium eglandulosum,Species
scientific,Stylidium egralliforme Wege MS,accepted,Stylidium egralliforme Wege MS,Stylidium egralliforme MS,Species
scientific,Stylidium elachophyllum A.R.Bean & M.T.Mathieson,accepted,Stylidium elachophyllum A.R.Bean & M.T.Mathieson,Stylidium elachophyllum,Species
scientific,Stylidium elongatum Benth.,accepted,Stylidium elongatum Benth.,Stylidium elongatum,Species
scientific,Stylidium emarginatum Sond.,accepted,Stylidium emarginatum Sond.,Stylidium emarginatum,Species
autonym,Stylidium emarginatum Sond. subsp. emarginatum,accepted,Stylidium emarginatum Sond. subsp. emarginatum,Stylidium emarginatum subsp. emarginatum,Subspecies
scientific,Stylidium ensatum A.R.Bean,accepted,Stylidium ensatum A.R.Bean,Stylidium ensatum,Species
scientific,Stylidium ericksoniae J.H.Willis,accepted,Stylidium ericksoniae J.H.Willis,Stylidium ericksoniae,Species
scientific,Stylidium eriopodum DC.,accepted,Stylidium eriopodum DC.,Stylidium eriopodum,Species
